new_agreementnumber	new_effectivedate	new_expirydate	new_settlementdate	new_jurprov	new_jurisdictioncode	new_employeecount	new_naicscodeid_firsttwodigit	new_publicprivate	new_naicscodeid	new_summaryreportavailabilityindicator	new_province	new_provinceenglish	new_provincefrench	new_citynameenglish	new_citynamefrench	new_cityprovincenameenglish	new_cityprovincenamefrench	new_unionid	new_unionnameenglish	new_unionnamefrench	new_affiliationtext	new_unionacronymenglish	new_unionacronymfrench	new_noccodeid	new_name_e	new_name_f	new_companyofficialnameeng	new_companyofficialnamefra	new_currentagreementindicator
01926-14	2014-04-22	2017-04-21	2014-10-22	F20	20	64	33	Private	336410	Yes	48	Alberta		Calgary	Calgary	Alberta	Alberta	270	International Association of Machinists and Aerospace Workers	Association internationale des machinistes et des travailleurs et travailleuses de l'aérospatiale	1	AFL-CIO/CLC	FAT-COI/CTC	7315	7315 - Aircraft mechanics and aircraft inspectors	7315 - Mécaniciens/mécaniciennes et contrôleurs/contrôleuses d'aéronefs	Field Aviation West, Division of Field Aviation Company Inc.	Field Aviation West, division de Field Aviation Company Inc.	Active
02074-08	2015-04-22	2022-04-21	2015-04-28	F20	20	140	33	Private	336611	Yes	24	Quebec		Les Méchins	Les Méchins	Quebec	Québec	648	Fédération de l'industrie manufacturière	Fédération de l'industrie manufacturière	4	CSN	CSN	2273	2273 - Deck officers, water transport	2273 - Officiers/officières de pont du transport par voies navigables	Verreault Navigation Inc.	Verreault Navigation inc.	Current
02159-11	2013-02-16	2016-02-15	2013-02-17	F20	20	750	33	Private	335312	Yes	35	Ontario		Toronto	Toronto	Ontario	Ontario	383	National Automobile, Aerospace, Transportation and General Workers Union of Canada (CAW Canada)	Synd. nat. de l'automobile, de l'aérospatiale, du transport et des autres trav. et travailleuses du Canada (TCA Canada)	3	CLC	CTC	9	9 - Occupations in manufacturing and utilities	9 - Fabrication et services d'utilité publique	General Electric Canada c.o.b. as GE Hitachi Nuclear Energy Canada Inc. (GEH-C)	General Electric Canada c.o.b. as GE Hitachi Nuclear Energy Canada Inc. (GEH-C)	Active
02454-13	2014-04-01	2017-03-31	2014-04-01	F20	20	57	32	Private	325189	No	35	Ontario		Ottawa	Ottawa	Ontario	Ontario	439	Communications, Energy and Paperworkers Union of Canada	Syndicat canadien des communications, de l'énergie et du papier	3	CLC	CTC	9	9 - Occupations in manufacturing and utilities	9 - Fabrication et services d'utilité publique	Best Theratronics Ltd.	Best Theratronics Ltd.	Active
02706-10	2010-05-01	2014-04-30	2010-05-01	F20	20	20	48	Private	48311	No	59	British Columbia		Province wide	à l'échelle de la province	British Columbia	Colombie-Britannique	163	International Union of Operating Engineers	Union internationale des opérateurs-ingénieurs	1	AFL-CIO/CLC	FAT-COI/CTC	6742	6742 - Other service support occupations, n.e.c.	6742 - Autre personnel de soutien en service, n.c.a.	Fraser River Pile & Dredge Ltd.	Fraser River Pile & Dredge Ltd.	Active
02790-10	2011-01-01	2016-12-31	2011-01-01	F20	20	66	48	Private	48111	No	10	Newfoundland and Labrador		Province wide	à l'échelle de la province	Newfoundland and Labrador	Terre-Neuve-et-Labrador	270	International Association of Machinists and Aerospace Workers	Association internationale des machinistes et des travailleurs et travailleuses de l'aérospatiale	1	AFL-CIO/CLC	FAT-COI/CTC	7315	7315 - Aircraft mechanics and aircraft inspectors	7315 - Mécaniciens/mécaniciennes et contrôleurs/contrôleuses d'aéronefs	Labrador Airways Limited	Labrador Airways Limited	Active
02792-10	2016-01-01	2019-12-31	2015-12-04	F20	20	40	48	Private	48111	No	10	Newfoundland and Labrador		Province wide	à l'échelle de la province	Newfoundland and Labrador	Terre-Neuve-et-Labrador	270	International Association of Machinists and Aerospace Workers	Association internationale des machinistes et des travailleurs et travailleuses de l'aérospatiale	1	AFL-CIO/CLC	FAT-COI/CTC	2271	2271 - Air pilots, flight engineers and flying instructors	2271 - Pilotes, navigateurs/navigatrices et instructeurs/instructrices de pilotage du transport aéri	Labrador Airways Limited (Air Labrador)	Labrador Airways Limited (Air Labrador)	Current
02803-10	2015-01-01	2018-12-31	2015-03-11	F20	20	52	48	Private	481110	No	59	British Columbia		Abbotsford	Abbotsford	British Columbia	Colombie-Britannique	163	International Union of Operating Engineers	Union internationale des opérateurs-ingénieurs	1	AFL-CIO/CLC	FAT-COI/CTC	2271	2271 - Air pilots, flight engineers and flying instructors	2271 - Pilotes, navigateurs/navigatrices et instructeurs/instructrices de pilotage du transport aéri	Conair Group Inc. (CONAIR)	Conair Group Inc. (CONAIR)	Current
02811-12	2016-03-01	2028-02-29		F20	20	30	48	Private	48111	No	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	100	Canadian Air Line Dispatchers Association	Canadian Air Line Dispatchers Association	1	AFL-CIO/CLC	FAT-COI/CTC	1525	1525 - Dispatchers	1525 - Répartiteurs/répartitrices	Air Canada	Air Canada	Current
02814-07	2009-05-14	2014-05-31	2009-05-14	F20	20	250	48	Private	48111	Old	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	489	United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers Intl. Union	Synd. intl. des travailleurs unis en métallurgie, papier, foresterie, caoutchouc, fabrication, énergie, services, etc.	1	AFL-CIO/CLC	FAT-COI/CTC	655	655 - Customer and information services representatives	655 - Représentants/représentantes du service à la clientèle et de l'information	Delta Air lines Inc.	Delta Air lines Inc.	Active
02820-13	2014-06-01	2017-05-31	2014-06-01	F20	20	48	48	Private	481110	No	99	Multiprovince		Toronto	Toronto	Ontario	Ontario	270	International Association of Machinists and Aerospace Workers	Association internationale des machinistes et des travailleurs et travailleuses de l'aérospatiale	1	AFL-CIO/CLC	FAT-COI/CTC	1411	1411 - General office support workers	1411 - Employés de soutien de bureau généraux/employées de soutien de bureau générales	British Airways	British Airways	Active
02848-11	2011-01-26	2015-01-25	2013-11-06	F10	10	400	91	Public	911910	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	287	Canadian Federal Pilots Association	Canadian Federal Pilots Association	8	Independent-natl.	Synd. ind. national	7315	7315 - Aircraft mechanics and aircraft inspectors	7315 - Mécaniciens/mécaniciennes et contrôleurs/contrôleuses d'aéronefs	Government of Canada	Gouvernement du Canada	Active
02866-12	2015-04-07	2018-04-06	2015-04-07	F20	20	22	48	Private	488119	No	10	Newfoundland and Labrador		Gander	Gander	Newfoundland and Labrador	Terre-Neuve-et-Labrador	270	International Association of Machinists and Aerospace Workers	Association internationale des machinistes et des travailleurs et travailleuses de l'aérospatiale	1	AFL-CIO/CLC	FAT-COI/CTC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Allied Aviation Service Company of Newfoundland, ULC (Ground Division)	Allied Aviation Service Company of Newfoundland, ULC (Ground Division)	Active
02874-08	2011-12-11	2016-12-12	2012-08-12	F20	20	270	48	Private	48811	Yes	35	Ontario		Mississauga	Mississauga	Ontario	Ontario	270	International Association of Machinists and Aerospace Workers	Association internationale des machinistes et des travailleurs et travailleuses de l'aérospatiale	1	AFL-CIO/CLC	FAT-COI/CTC	7534	7534 - Air transport ramp attendants	7534 - Agents/agentes de piste dans le transport aérien	Consolidated Aviation Fueling of Toronto Limited	Consolidated Aviation Fueling of Toronto Limited	Active
02880-10	2015-01-01	2019-12-31	2015-01-01	F20	20	3	48	Private	48811	No	59	British Columbia		Cranbrook	Cranbrook	British Columbia	Colombie-Britannique	600	Canadian Union of Public Employees	Syndicat canadien de la fonction publique	3	CLC	CTC	7	7 - Trades, transport and equipment operators and related occupations	7 - Métiers, transport, machinerie et domaines apparentés	Elevate Airport Inc.	Elevate Airport Inc.	Current
02882-10	2015-01-01	2019-12-31	2016-08-23	F20	20	20	48	Private	488119	No	59	British Columbia		Kelowna	Kelowna	British Columbia	Colombie-Britannique	600	Canadian Union of Public Employees	Syndicat canadien de la fonction publique	3	CLC	CTC	7315	7315 - Aircraft mechanics and aircraft inspectors	7315 - Mécaniciens/mécaniciennes et contrôleurs/contrôleuses d'aéronefs	City of Kelowna Airport	City of Kelowna Airport	Current
02883-12	2011-03-31	2014-06-30	2011-03-31	F10	10	10	48	Public	488111	No	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	383	National Automobile, Aerospace, Transportation and General Workers Union of Canada (CAW Canada)	Synd. nat. de l'automobile, de l'aérospatiale, du transport et des autres trav. et travailleuses du Canada (TCA Canada)	3	CLC	CTC	2272	2272 - Air traffic controllers and related occupations	2272 - Contrôleurs aériens/contrôleuses aériennes et personnel assimilé	Government of Canada	Gouvernement du Canada	Active
02884-13	2017-06-27	2018-08-31	2017-05-18	F10	10	1120	48	Public	48811	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	161	International Brotherhood of Electrical Workers	Fraternité internationale des ouvriers en électricité	1	AFL-CIO/CLC	FAT-COI/CTC	2242	2242 - Electronic service technicians (household and business equipment)	2242 - Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux)	Government of Canada	Gouvernement du Canada	Current
02930-10	2017-01-01	2019-12-31	2017-07-25	F20	20	7	48	Private	482113	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7361	7361 - Railway and yard locomotive engineers	7361 - Mécaniciens/mécaniciennes de locomotive et de cour de triage	Essex Terminal Railway Company	Essex Terminal Railway Company	Current
02932-10	2015-01-01	2017-12-31	2015-01-01	F20	20	7	48	Private	482113	No	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	489	United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers Intl. Union	Synd. intl. des travailleurs unis en métallurgie, papier, foresterie, caoutchouc, fabrication, énergie, services, etc.	1	AFL-CIO/CLC	FAT-COI/CTC	7531	7531 - Railway yard and track maintenance workers	7531 - Ouvriers/ouvrières de gares de triage et à l'entretien de la voie ferrée	Essex Terminal Railway Company	Essex Terminal Railway Company	Active
02933-10	2015-01-01	2017-12-31	2015-01-01	F20	20	3	48	Private	482112	No	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	489	United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers Intl. Union	Synd. intl. des travailleurs unis en métallurgie, papier, foresterie, caoutchouc, fabrication, énergie, services, etc.	1	AFL-CIO/CLC	FAT-COI/CTC	1411	1411 - General office support workers	1411 - Employés de soutien de bureau généraux/employées de soutien de bureau générales	Essex Terminal Railway Company	Essex Terminal Railway Company	Active
02934-10	2016-01-01	2020-12-31	2016-01-01	F20	20	10	48	Private	482113	No	35	Ontario		Windsor	Windsor	Ontario	Ontario	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	75	75 - Transport and heavy equipment operation and related maintenance occupations	75 - Personnel en opération d'équipement de transport et de machinerie lourde et autre personnel ass	Morterm Limited	Morterm Limited	Current
02947-11	2015-01-01	2018-03-31	2015-03-16	F20	20	1750	48	Private	48211	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	606	Unifor	Unifor	3	CLC	CTC	1411	1411 - General office support workers	1411 - Employés de soutien de bureau généraux/employées de soutien de bureau générales	Canadian National Railway Company	Chemins de fer nationaux du Canada	Active
02950-13	2017-01-01	2020-12-31	2017-02-15	F20	20	430	51	Private	517111	Yes	99	Multiprovince		Province wide	à l'échelle de la province	Yukon Territory	Yukon	161	International Brotherhood of Electrical Workers	Fraternité internationale des ouvriers en électricité	1	AFL-CIO/CLC	FAT-COI/CTC	9	9 - Occupations in manufacturing and utilities	9 - Fabrication et services d'utilité publique	NorthwesTel Inc.	NorthwesTel Inc.	Current
02966-14	2015-01-01	2017-12-31	2015-02-24	F20	20	190	48	Private	482113	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	2275	2275 - Railway traffic controllers and marine traffic regulators	2275 - Contrôleurs/contrôleuses de la circulation ferroviaire et régulateurs/régulatrices de la circ	Canadian National Railway Company (Agreement 7.1 -  Rail Traffic Controllers)	Chemins de fer nationaux du Canada (Convention 7.1 - Contrôleur de la circulation ferroviaire)	Active
02995-12	2015-01-01	2020-12-31	2014-08-28	F20	20	140	48	Private	48211	Yes	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	2275	2275 - Railway traffic controllers and marine traffic regulators	2275 - Contrôleurs/contrôleuses de la circulation ferroviaire et régulateurs/régulatrices de la circ	Canadian Pacific Railway	Chemin de fer Canadien Pacifique	Current
03000-10	2010-01-01	2012-12-31	2010-01-01	F20	20	57	48	Private	482113	No	99	Multiprovince		Canada wide	à l'échelle du Canada	Multiprovince	Multiprovince	719	Canadian Pacific Police Association	Association des policiers du Canadien Pacifique	8	Independent-natl.	Synd. ind. national	4311	4311 - Police officers (except commissioned)	4311 - Policiers/policières (sauf cadres supérieurs)	Canadian Pacific Railway	Chemin de fer Canadien Pacifique	Active
03009-11	2011-05-19	2013-12-31	2011-05-19	F20	20	45	48	Private	482112	No	99	Multiprovince		Province wide	à l'échelle de la province	Ontario	Ontario	383	National Automobile, Aerospace, Transportation and General Workers Union of Canada (CAW Canada)	Synd. nat. de l'automobile, de l'aérospatiale, du transport et des autres trav. et travailleuses du Canada (TCA Canada)	3	CLC	CTC	736	736 - Train crew operating occupations	736 - Personnel des opérations du transport ferroviaire	Ontario Northland	Ontario Northland	Active
03010-11	2011-05-19	2013-12-31	2011-05-19	F20	20	12	48	Private	482114	No	99	Multiprovince		Province wide	à l'échelle de la province	Ontario	Ontario	383	National Automobile, Aerospace, Transportation and General Workers Union of Canada (CAW Canada)	Synd. nat. de l'automobile, de l'aérospatiale, du transport et des autres trav. et travailleuses du Canada (TCA Canada)	3	CLC	CTC	6525	6525 - Hotel front desk clerks	6525 - Réceptionnistes d'hôtel	Ontario Northland Transportation Commission	Commission de transport Ontario Northland	Active
03012-11	2011-01-19	2014-08-31	2011-01-19	F20	20	69	48	Private	482112	No	99	Multiprovince		Province wide	à l'échelle de la province	Ontario	Ontario	489	United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers Intl. Union	Synd. intl. des travailleurs unis en métallurgie, papier, foresterie, caoutchouc, fabrication, énergie, services, etc.	1	AFL-CIO/CLC	FAT-COI/CTC	7361	7361 - Railway and yard locomotive engineers	7361 - Mécaniciens/mécaniciennes de locomotive et de cour de triage	Ontario Northland Railway	Chemin de fer Ontario Northland	Active
03013-11	2011-01-01	2013-12-31	2011-01-01	F20	20	65	48	Private	482113	No	99	Multiprovince		Province wide	à l'échelle de la province	Ontario	Ontario	383	National Automobile, Aerospace, Transportation and General Workers Union of Canada (CAW Canada)	Synd. nat. de l'automobile, de l'aérospatiale, du transport et des autres trav. et travailleuses du Canada (TCA Canada)	3	CLC	CTC	1411	1411 - General office support workers	1411 - Employés de soutien de bureau généraux/employées de soutien de bureau générales	Ontario Northland Transportation Commission	Commission de transport Ontario Northland	Active
03016-11	2011-01-01	2014-12-31	2011-01-01	F20	20	4	48	Private	482112	No	99	Multiprovince		Province wide	à l'échelle de la province	Ontario	Ontario	161	International Brotherhood of Electrical Workers	Fraternité internationale des ouvriers en électricité	1	AFL-CIO/CLC	FAT-COI/CTC	7531	7531 - Railway yard and track maintenance workers	7531 - Ouvriers/ouvrières de gares de triage et à l'entretien de la voie ferrée	Ontario Northland Railway	Chemin de fer Ontario Northland	Active
03017-12	2015-01-01	2019-12-31	2015-07-14	F20	20	130	48	Private	482112	Yes	99	Multiprovince		Province wide	à l'échelle de la province	Ontario	Ontario	420	Teamsters Canada	Teamsters Canada	16	CtW/CLC	CtW/CLC	7531	7531 - Railway yard and track maintenance workers	7531 - Ouvriers/ouvrières de gares de triage et à l'entretien de la voie ferrée	Ontario Northland Transportation Commission	Commission de transport Ontario Northland	Current
